Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
70;infrastructure;DemoKozpont;4C:ED:DE:AB:AC:E4;;1;No;WPA,TKIP;No;54.0;0;101;0;0;0;0;0;;;Wed Nov 21 06:34:15 2018;Wed Nov 21 06:35:27 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
71;infrastructure;interact4;B8:C7:5D:04:4B:B5;;5;No;WPA2,AES-CCM;No;195.0;0;5;0;65;0;0;65;;;Wed Nov 21 06:34:23 2018;Wed Nov 21 06:35:30 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
72;infrastructure;interact4 ext;60:E3:27:6D:C7:20;;5;No;WPA2,AES-CCM;No;130.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:34:27 2018;Wed Nov 21 06:35:26 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
73;infrastructure;UPCD844DE6;90:5C:44:28:AF:87;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;59;0;0;0;0;0;;;Wed Nov 21 06:34:19 2018;Wed Nov 21 06:35:26 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
74;infrastructure;INTERACT5;74:EA:3A:D9:7F:60;;6;No;WPA2,WPA,AES-CCM;No;54.0;0;40;0;0;0;0;0;;;Wed Nov 21 06:34:32 2018;Wed Nov 21 06:35:26 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
75;infrastructure;A.Z.O.O.Z;84:16:F9:39:6B:28;;9;No;WPA2,WPA,AES-CCM;No;270.0;0;39;0;4;0;0;4;;;Wed Nov 21 06:34:29 2018;Wed Nov 21 06:35:29 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
76;infrastructure;BarokoTimisoara;90:5C:44:A7:DF:CC;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:34:18 2018;Wed Nov 21 06:35:26 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
77;infrastructure;UPC Wi-Free;92:5C:14:28:AF:87;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;71;0;0;0;0;0;;;Wed Nov 21 06:34:19 2018;Wed Nov 21 06:35:26 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
78;infrastructure;Rodica;38:D5:47:B0:C1:A8;;11;No;WPA2,AES-CCM;No;195.0;0;30;0;0;0;0;0;;;Wed Nov 21 06:34:19 2018;Wed Nov 21 06:35:30 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
79;infrastructure;Telekom-5377;84:DB:AC:5A:53:80;;3;No;WPA2,AES-CCM;No;130.0;0;132;0;9;0;0;9;;;Wed Nov 21 06:34:21 2018;Wed Nov 21 06:35:29 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
80;infrastructure;TP-LINK_F17E48;64:70:02:F1:7E:48;;8;No;WPA2,WPA,AES-CCM;No;270.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:35:28 2018;Wed Nov 21 06:35:28 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
81;infrastructure;cipariu;60:E3:27:8F:A8:B2;;10;No;WPA,AES-CCM;No;270.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:34:26 2018;Wed Nov 21 06:35:16 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
82;infrastructure;Orange-3Kss;E8:68:19:EE:45:84;;7;No;WPA2,AES-CCM;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:34:20 2018;Wed Nov 21 06:35:19 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
83;infrastructure;HUAWEI-vq2u;18:C5:8A:7F:08:08;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;21;0;0;0;0;0;;;Wed Nov 21 06:34:16 2018;Wed Nov 21 06:35:15 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
84;infrastructure;TP-Link_Extender;B0:4E:26:EB:AD:85;;4;No;WPA2,AES-CCM,TKIP;No;270.0;0;25;0;0;0;0;0;;;Wed Nov 21 06:34:21 2018;Wed Nov 21 06:35:17 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
85;infrastructure;Orange-qXGx;B4:FB:F9:92:88:68;;6;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:34:23 2018;Wed Nov 21 06:35:14 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
86;infrastructure;DIGI-0F05;34:A2:A2:E4:1A:90;;11;No;WPA2,WPA,AES-CCM;No;65.0;0;33;0;0;0;0;0;;;Wed Nov 21 06:34:14 2018;Wed Nov 21 06:35:17 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
87;infrastructure;CENTURION;20:AA:4B:C5:52:30;;11;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;10;0;1;0;0;1;;;Wed Nov 21 06:34:11 2018;Wed Nov 21 06:35:18 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
88;infrastructure;Profi;28:52:61:5C:85:20;;1;No;OPN,None;No;130.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:34:20 2018;Wed Nov 21 06:35:06 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
89;infrastructure;TP-LINK_8ABB48;64:70:02:8A:BB:48;;10;No;WPA2,WPA,AES-CCM;No;270.0;0;34;0;0;0;0;0;;;Wed Nov 21 06:33:57 2018;Wed Nov 21 06:35:04 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
90;infrastructure;HUAWEI-L9U7;C0:70:09:42:0C:44;;8;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:34:17 2018;Wed Nov 21 06:34:42 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
91;infrastructure;DIRECT-E5-HP DeskJet 5570 series;70:5A:0F:76:FD:E6;;10;No;WPA2,AES-CCM;No;65.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:34:18 2018;Wed Nov 21 06:34:27 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
92;infrastructure;Orange-54458A75;0C:2C:54:45:8A:75;;1;No;WPA2,AES-CCM;No;270.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:34:11 2018;Wed Nov 21 06:34:28 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
93;infrastructure;UPCDC29586;AC:22:05:76:DF:F3;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:34:14 2018;Wed Nov 21 06:34:19 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
94;infrastructure;HUAWEI-k3tU;04:BD:70:A6:67:78;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:34:15 2018;Wed Nov 21 06:34:16 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
95;infrastructure;RomTelecom-WPA-C2BE;7A:54:99:21:C2:BD;;4;No;WPA2,AES-CCM;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:34:18 2018;Wed Nov 21 06:34:18 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
96;infrastructure;;06:21:1C:85:F4:01;;5;No;WPA2,AES-CCM;No;130.0;0;21;0;0;0;0;0;;;Wed Nov 21 06:34:05 2018;Wed Nov 21 06:34:15 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
97;infrastructure;UPCA8172FC;AC:22:05:76:A4:6B;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:34:11 2018;Wed Nov 21 06:34:19 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
98;infrastructure;Prima Bella;7A:54:99:21:C2:BC;;4;No;WPA,AES-CCM;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:34:17 2018;Wed Nov 21 06:34:19 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
99;infrastructure;DIGI-84EE;34:B3:54:BA:66:08;;11;No;WPA2,WPA,AES-CCM;No;65.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:34:15 2018;Wed Nov 21 06:34:19 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
100;infrastructure;Telekom-v9c02b;34:6B:46:88:CC:C2;;13;No;WPA2,AES-CCM,TKIP;No;130.0;0;13;0;1;0;0;1;;;Wed Nov 21 06:34:07 2018;Wed Nov 21 06:34:16 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
101;infrastructure;UPC Wi-Free;AE:22:15:1B:D9:E6;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:34:19 2018;Wed Nov 21 06:34:19 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
102;infrastructure;AVE;78:54:2E:9E:F8:24;;11;No;WPA2,TKIP;No;54.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:34:18 2018;Wed Nov 21 06:34:19 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
103;infrastructure;UPC Wi-Free;56:67:11:DB:4E:1E;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:34:02 2018;Wed Nov 21 06:34:15 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
104;infrastructure;UPC Acasa;AC:22:05:1B:D9:E6;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:34:18 2018;Wed Nov 21 06:34:19 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
105;infrastructure;UPC Wi-Free;AE:22:15:76:DF:F3;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:34:07 2018;Wed Nov 21 06:34:19 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
106;infrastructure;ASUS83;C8:60:00:90:57:0C;;13;No;WPA2,AES-CCM;No;65.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:34:11 2018;Wed Nov 21 06:34:15 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
107;infrastructure;Tropicala;F8:D1:11:9C:AB:EA;;3;No;WPA2,AES-CCM,TKIP;No;270.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:34:13 2018;Wed Nov 21 06:34:17 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
108;infrastructure;HUAWEI-Fb2A;90:17:AC:66:8F:74;;4;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:34:13 2018;Wed Nov 21 06:34:14 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
109;infrastructure;Orange Wi-Fi;06:21:1C:85:F4:00;;5;No;OPN,None;No;130.0;0;26;0;0;0;0;0;;;Wed Nov 21 06:34:02 2018;Wed Nov 21 06:34:15 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
110;infrastructure;HUAWEI-7KI3;90:17:AC:73:03:98;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:34:11 2018;Wed Nov 21 06:34:17 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
111;infrastructure;DIGI-24-48DFF2;44:F0:34:48:DF:F2;;2;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:34:12 2018;Wed Nov 21 06:34:16 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
112;infrastructure;VEPETIM;04:BD:70:9A:EC:8C;;3;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:34:17 2018;Wed Nov 21 06:34:18 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
113;infrastructure;Atomic Router Sinaia;74:EA:3A:F8:6F:8C;;7;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;16;0;0;0;0;0;;;Wed Nov 21 06:33:55 2018;Wed Nov 21 06:34:16 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
114;infrastructure;DIRECT-D1-HP DeskJet 3700 series;30:E1:71:0B:9E:D2;;1;No;WPA2,AES-CCM;No;65.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:34:07 2018;Wed Nov 21 06:34:07 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
115;infrastructure;DIGI-24-745C0D;80:8C:97:74:5C:0D;;5;No;WPA2,AES-CCM;No;130.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:33:53 2018;Wed Nov 21 06:34:06 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
116;infrastructure;;00:18:25:06:DB:8E;;1;No;WPA2,AES-CCM;No;130.0;0;32;0;0;0;0;0;;;Wed Nov 21 06:33:08 2018;Wed Nov 21 06:34:03 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
117;infrastructure;TOTAL PROTECT;B8:EC:A3:F7:A6:9A;;6;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:33:58 2018;Wed Nov 21 06:34:07 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
118;infrastructure;OM;38:2C:4A:65:42:14;;6;No;WPA2,AES-CCM;No;195.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:33:55 2018;Wed Nov 21 06:34:02 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
119;infrastructure;Iosefin Residence;4C:9E:FF:84:E6:50;;6;No;WPA2,AES-CCM;No;130.0;0;8;0;1;0;0;1;;;Wed Nov 21 06:34:02 2018;Wed Nov 21 06:34:06 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
120;infrastructure;Casa de schimb ;80:8C:97:2F:55:CF;;7;No;WPA2,AES-CCM;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:33:58 2018;Wed Nov 21 06:34:02 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
121;infrastructure;HotZoneProfi;70:72:3C:09:9D:3E;;11;No;OPN,None;No;130.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:33:53 2018;Wed Nov 21 06:34:06 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
122;infrastructure;AndroidAP;CC:3A:61:45:30:9C;;6;No;WPA2,AES-CCM;No;65.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:33:50 2018;Wed Nov 21 06:34:02 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
123;infrastructure;HUAWEI-NRDP;3C:F8:08:62:59:2C;;9;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:33:56 2018;Wed Nov 21 06:34:02 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
124;infrastructure;TOTAL PROTECT;BA:9A:A3:F7:A6:9B;;6;No;WPA2,AES-CCM;No;130.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:33:58 2018;Wed Nov 21 06:34:06 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
125;infrastructure;UPC Wi-Free;56:67:11:50:CF:89;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:33:58 2018;Wed Nov 21 06:34:06 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
126;infrastructure;UPC8383AAA;54:67:51:50:CF:89;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:33:58 2018;Wed Nov 21 06:34:03 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
127;infrastructure;Clinica;78:8A:20:49:38:FC;;6;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:33:58 2018;Wed Nov 21 06:34:02 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
128;infrastructure;Orange-WHgv;60:DE:F3:2C:58:98;;1;No;WPA2,AES-CCM;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:33:55 2018;Wed Nov 21 06:34:07 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
129;infrastructure;HUAWEI-SvBf;90:03:25:37:BE:A0;;9;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:34:05 2018;Wed Nov 21 06:34:06 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
130;infrastructure;DIGI-4J9Q;04:27:58:33:5A:CC;;1;No;WPA2,WPA,AES-CCM;No;65.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:33:54 2018;Wed Nov 21 06:34:07 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
131;infrastructure;LINKSYS;C0:A0:BB:21:99:18;;1;No;WPA2,WPA,AES-CCM,TKIP;No;195.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:33:59 2018;Wed Nov 21 06:34:07 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
132;infrastructure;COPA CAFFE;E8:DE:27:BF:D2:38;;6;No;WPA2,AES-CCM;No;270.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:34:02 2018;Wed Nov 21 06:34:06 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
133;infrastructure;Tenda_4924C8;C8:3A:35:49:24:C8;;6;No;WPA2,WPA,AES-CCM;No;270.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:34:02 2018;Wed Nov 21 06:34:07 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
134;infrastructure;Iosefin;90:F6:52:28:10:44;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:33:54 2018;Wed Nov 21 06:34:06 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
135;infrastructure;Ro-Tel%bom-VPA-B6A;3A:96:A0:D2:B6:A0;;-1;No;WEP;No;0.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:33:54 2018;Wed Nov 21 06:33:55 2018;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
136;infrastructure;UPC Wi-Free;92:5C:14:05:C2:35;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:33:54 2018;Wed Nov 21 06:33:55 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
137;infrastructure;HUAWEI-sfaj;2C:9D:1E:19:8C:10;;9;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:33:51 2018;Wed Nov 21 06:33:53 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
138;infrastructure;teslacoil;70:4F:57:9E:29:BF;;1;No;WPA2,WPA,AES-CCM,TKIP;No;195.0;0;3;0;1;0;0;1;;;Wed Nov 21 06:33:50 2018;Wed Nov 21 06:33:50 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
139;infrastructure;SPITALUL Odobescu;B0:6E:BF:4C:62:E0;;6;No;WPA2,AES-CCM;No;65.0;0;3;0;1;0;0;1;;;Wed Nov 21 06:33:50 2018;Wed Nov 21 06:33:51 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
140;infrastructure;UPC9C264B1;90:5C:44:30:5B:29;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:33:49 2018;Wed Nov 21 06:33:50 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
141;infrastructure;Dana;C4:E9:84:D5:AB:20;;1;No;WPA2,AES-CCM;No;270.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:33:46 2018;Wed Nov 21 06:33:50 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
142;infrastructure;Spitalul ODOBESCU;70:4D:7B:8F:D4:40;;6;No;WPA2,AES-CCM;No;130.0;0;12;0;1;0;0;1;;;Wed Nov 21 06:33:41 2018;Wed Nov 21 06:33:50 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
143;infrastructure;TP-LINK_Alina;7C:8B:CA:88:14:1E;;4;No;WPA2,AES-CCM;No;270.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:33:48 2018;Wed Nov 21 06:33:53 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
